time: 202.62528109550476  cost:2215 
time: 154.5166313648224  cost:1930 
time: 178.76636219024658  cost:2123 
time: 174.60572504997253  cost:1991 
time: 214.68635416030884  cost:2045 
time: 231.59614515304565  cost:2040 
time: 228.83238434791565  cost:2129 
time: 252.37991046905518  cost:2150 
NOT FOUND 
time: 250.8349254131317  cost:2162 
time: 257.75700640678406  cost:2068 
time: 280.25841546058655  cost:2218 
time: 169.46698307991028  cost:2026 
NOT FOUND 
time: 163.38788509368896  cost:2076 
time: 182.08295965194702  cost:1985 
time: 80.7402515411377  cost:1857 
time: 79.78379440307617  cost:1886 
time: 196.2105746269226  cost:1977 
time: 191.49622130393982  cost:2144 
