Num consume_time cost
1 19.867582082748413 331
2 12.00993013381958 274
4 13.849178791046143 347
11 2.8766918182373047 305
12 1.3369908332824707 296
13 8.534578800201416 291
15 1.4557719230651855 284
17 5.477167844772339 353
18 0.7737910747528076 290
= = =
|Not found| |Not found| |Not found|
1 3.274385929107666 320
2 7.846293926239014 272
|Not found| |Not found| |Not found|
4 10.36719274520874 348
|Not found| |Not found|
6 33.86984586715698 420
|Not found| |Not found| |Not found|
|Not found| |Not found| |Not found|
9 22.333882093429565 337
|Not found| |Not found| |Not found|
11 2.105268955230713 305
12 1.0927538871765137 296
|Not found| |Not found| |Not found|
|Not found| |Not found| |Not found|
15 1.1105170249938965 284
|Not found| |Not found| |Not found|
17 4.678396940231323 353
18 0.6120238304138184 290
19 34.52482080459595 335
= = =
|Not found| |Not found|
|Not found| |Not found|
2 6.7720537185668945 272
3 109.59067988395691 354
|Not found| |Not found|
|Not found| |Not found|
6 40.78266096115112 425
|Not found| |Not found|
|Not found| |Not found|
|Not found| |Not found|
|Not found| |Not found|
11 1.8988947868347168 303
12 1.1221950054168701 296
|Not found| |Not found|
|Not found| |Not found|
15 1.0736351013183594 282
|Not found| |Not found|
|Not found| |Not found|
18 0.6738741397857666 290
|Not found| |Not found|
|Not found| |Not found|
1 2.2492401599884033 320
2 4.77841329574585 273
3 115.23921585083008 359
|Not found| |Not found|
|Not found| |Not found|
6 32.30396580696106 419
|Not found| |Not found|
|Not found| |Not found|
|Not found| |Not found|
|Not found| |Not found|
11 2.0085251331329346 305
12 1.1492204666137695 296
|Not found| |Not found|
1 3.8795228004455566 321
|Not found| |Not found|
15 0.9751453399658203 282
|Not found| |Not found|
|Not found| |Not found|
|Not found| |Not found|
18 0.8096821308135986 290
|Not found| |Not found|
|Not found| |Not found|
|Not found| |Not found|
1 1.9892692565917969 320
