Collision with: 10  |  Collision without: 13 
Collision with: 10  |  Collision without: 21 
Collision with: 15  |  Collision without: 16 
Collision with: 16  |  Collision without: 25 
Collision with: 12  |  Collision without: 10 
Collision with: 18  |  Collision without: 14 
Collision with: 12  |  Collision without: 19 
Collision with: 11  |  Collision without: 14 
Collision with: 11  |  Collision without: 12 
Collision with: 11  |  Collision without: 24 
Collision with: 12  |  Collision without: 15 
Collision with: 28  |  Collision without: 19 
Collision with: 17  |  Collision without: 18 
Collision with: 15  |  Collision without: 26 
Collision with: 15  |  Collision without: 10 
Collision with: 19  |  Collision without: 25 
Collision with: 17  |  Collision without: 13 
Collision with: 13  |  Collision without: 21 
Collision with: 10  |  Collision without: 25 
Collision with: 19  |  Collision without: 25 
