Collision with: 5  |  Collision without: 28 
Collision with: 18  |  Collision without: 15 
Collision with: 5  |  Collision without: 25 
Collision with: 14  |  Collision without: 27 
Collision with: 8  |  Collision without: 23 
Collision with: 11  |  Collision without: 22 
Collision with: 12  |  Collision without: 29 
Collision with: 16  |  Collision without: 17 
Collision with: 11  |  Collision without: 16 
Collision with: 6  |  Collision without: 23 
Collision with: 4  |  Collision without: 34 
Collision with: 16  |  Collision without: 18 
Collision with: 8  |  Collision without: 11 
Collision with: 10  |  Collision without: 25 
Collision with: 8  |  Collision without: 30 
Collision with: 9  |  Collision without: 25 
Collision with: 4  |  Collision without: 29 
