Collision with: 4  |  Collision without: 8 
Collision with: 12  |  Collision without: 13 
Collision with: 6  |  Collision without: 25 
Collision with: 17  |  Collision without: 21 
Collision with: 7  |  Collision without: 18 
Collision with: 17  |  Collision without: 25 
Collision with: 12  |  Collision without: 23 
Collision with: 11  |  Collision without: 13 
Collision with: 12  |  Collision without: 3 
Collision with: 8  |  Collision without: 16 
Collision with: 7  |  Collision without: 19 
Collision with: 10  |  Collision without: 19 
