time: 4.29219913482666  cost:931 
time: 2.645397663116455  cost:751 
time: 7.7511255741119385  cost:864 
time: 4.470722913742065  cost:817 
time: 4.79375433921814  cost:857 
time: 1.632554531097412  cost:826 
time: 24.8943133354187  cost:1004 
time: 6.585341930389404  cost:973 
time: 10.925885677337646  cost:915 
time: 6.002947807312012  cost:918 
time: 11.04467248916626  cost:1001 
time: 8.197076559066772  cost:953 
time: 6.744232177734375  cost:928 
time: 9.616502046585083  cost:918 
time: 3.1838979721069336  cost:906 
time: 3.0779666900634766  cost:828 
time: 4.6767566204071045  cost:718 
time: 9.079272031784058  cost:876 
time: 3.9669151306152344  cost:820 
time: 11.889923572540283  cost:947 
