time: 43.710529088974  cost:1699 
time: 54.22206473350525  cost:1424 
time: 66.24537301063538  cost:1615 
time: 64.85647654533386  cost:1590 
time: 163.97451543807983  cost:1694 
time: 57.06690788269043  cost:1504 
time: 74.64676427841187  cost:1652 
time: 90.29004454612732  cost:1732 
time: 69.20820045471191  cost:1508 
time: 47.6521897315979  cost:1643 
time: 69.66039204597473  cost:1611 
time: 163.62965440750122  cost:1717 
time: 69.10547757148743  cost:1667 
NOT FOUND 
time: 40.001476526260376  cost:1613 
time: 51.16866683959961  cost:1542 
time: 68.37344241142273  cost:1455 
time: 60.52807950973511  cost:1497 
time: 56.12569785118103  cost:1507 
time: 87.55368876457214  cost:1683 
